ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg03030757	4.61e-01	2.81e-01	1.082537	-6.927297	0.035564	NC_000006.10	35527704	35528848	+	NM_021922.2	2178
cg19132701	4.61e-01	2.81e-01	-1.082493	-6.927344	-0.00124168	NC_000017.9	76579907	76581258	+	NM_024591.3	79643
cg07880061	4.61e-01	2.81e-01	-1.08205	-6.927821	-0.00922079	NC_000005.8	176662469	176663894	+	NM_013237.2	27166
cg09453737	4.61e-01	2.81e-01	1.082008	-6.927867	0.00136209	NC_000012.10	132123411	132124726	+	NM_003428.2	7637
cg08342270	4.61e-01	2.81e-01	1.081876	-6.928009	0.00713195	NC_000015.8	68174769	68177568	-	NM_005078.1	7090
cg10805676	4.61e-01	2.82e-01	1.08179	-6.928102	0.01151744	NC_000016.8	361973	362371	-	NM_006428.3	10573
cg16641915	4.61e-01	2.82e-01	1.081777	-6.928115	0.0061325	NC_000011.8	76454855	76456523	+	NM_004055.3	726
cg17773950	4.61e-01	2.82e-01	1.081657	-6.928245	0.02911233	NC_000011.8	2115427	2119259	+	NM_016412.1	51214
cg05253159	4.61e-01	2.82e-01	1.081642	-6.928261	0.01703456					NM_020979.1	10603
cg20583073	4.61e-01	2.82e-01	1.081434	-6.928485	0.01912778	NC_000019.8	3129659	3131083	+	NM_003775.1	8698
cg23244421	4.62e-01	2.82e-01	-1.080943	-6.929013	-0.00240736	NC_000017.9	77648447	77650695	-	NM_004104.4	2194
cg05418129	4.62e-01	2.82e-01	-1.080813	-6.929153	-0.02078583					NM_033439.2	90865
cg02566518	4.62e-01	2.82e-01	1.080785	-6.929183	0.02620465	NC_000010.9	75201868	75203528	+	NM_173540.1	170384
cg15233681	4.62e-01	2.82e-01	-1.080773	-6.929196	-0.01434056					NM_000877.2	3554
cg26091510	4.62e-01	2.82e-01	1.080649	-6.92933	0.00292606	NC_000001.9	113416926	113417859	+	NM_014813.1	9860
cg09868597	4.62e-01	2.82e-01	1.080601	-6.929382	0.00204021	NC_000005.8	112877007	112878058	+	NM_022828.2	64848
cg00200063	4.62e-01	2.82e-01	-1.080537	-6.92945	-0.00313497	NC_000017.9	55823701	55825121	-	NM_032582.3	84669
cg26484333	4.62e-01	2.82e-01	1.080405	-6.929592	0.00808191	NC_000004.10	148757671	148758605	+	NM_018241.1	55751
cg05321960	4.62e-01	2.82e-01	-1.080148	-6.929869	-0.01319987	NC_000001.9	154170401	154171084	-	NM_014949.2	22889
cg05642698	4.62e-01	2.82e-01	1.080116	-6.929903	0.0017832	NC_000006.10	108385245	108387201	-	NM_007214.3	11231
cg17509807	4.62e-01	2.82e-01	-1.080105	-6.929914	-0.00121313	NC_000002.10	27432438	27434208	-	NM_001521.1	2976
cg19585196	4.62e-01	2.82e-01	1.08005	-6.929974	0.00684364	NC_000017.9	3573382	3574697	+	NM_031965.2	83903
cg22258437	4.62e-01	2.82e-01	1.080031	-6.929995	0.0022123	NC_000001.9	23757341	23759093	-	NM_002167.2	3399
cg25454755	4.62e-01	2.82e-01	-1.080023	-6.930003	-0.00150432	NC_000009.10	101623036	101628025	+	NM_006981.2	8013
cg03524308	4.62e-01	2.82e-01	1.079627	-6.930429	0.00208666	NC_000019.8	42355097	42355800	-	NM_199126.1	199704
cg18206040	4.62e-01	2.82e-01	1.079624	-6.930432	0.00512202	NC_000016.8	45564183	45565621	-	NM_005880.2	10294
cg25611931	4.62e-01	2.83e-01	1.079522	-6.930542	0.00113335	NC_000011.8	118482959	118484117	+	NM_014807.3	9854
cg10090585	4.62e-01	2.83e-01	-1.079489	-6.930577	-0.00804226	NC_000023.9	129864266	129865022	-	NM_182314.1	10495
cg00864867	4.62e-01	2.83e-01	-1.079385	-6.930689	-0.00406318	NC_000012.10	78607434	78609459	-	NM_002583.2	5074
cg04238548	4.62e-01	2.83e-01	-1.079189	-6.930899	-0.02282292	NC_000023.9	105932462	105933253	+	NM_017752.2	54885
cg00733682	4.62e-01	2.83e-01	1.079151	-6.93094	0.00408329	NC_000019.8	12265979	12267261	-	NM_016264.2	51710
cg13510363	4.63e-01	2.83e-01	-1.0789	-6.93121	-0.00554633	NC_000006.10	34964669	34966253	+	NM_015245.1	23294
cg13442811	4.63e-01	2.83e-01	-1.078887	-6.931224	-0.01669727					NM_018999.1	54462
cg19740287	4.63e-01	2.83e-01	-1.078797	-6.931321	-0.00960649	NC_000023.9	14800836	14801839	+	NM_152581.1	158747
cg21983579	4.63e-01	2.83e-01	-1.078748	-6.931374	-0.00162721	NC_000019.8	41322242	41323237	+	NM_001003962.1	826
cg18561362	4.63e-01	2.83e-01	-1.078638	-6.931492	-0.0209257	NC_000011.8	47579430	47579650	-	NM_031909.1	114900
cg06807579	4.63e-01	2.83e-01	1.078472	-6.93167	0.00144941	NC_000003.10	52004630	52005612	-	NM_000992.2	6159
cg20233029	4.63e-01	2.83e-01	1.078324	-6.931828	0.01468389	NC_000017.9	44564705	44565832	+	NM_153446.1	124872
cg01646665	4.63e-01	2.83e-01	-1.078188	-6.931975	-0.02075599					NM_032323.1	84283
cg01362183	4.63e-01	2.83e-01	1.078058	-6.932114	0.00205747	NC_000006.10	149679570	149681495	+	NM_015093.2	23118
cg20945531	4.63e-01	2.83e-01	-1.077996	-6.932181	-0.03503828					NM_173673.1	285759
cg25463428	4.63e-01	2.83e-01	1.07796	-6.932219	0.0013993	NC_000016.8	30288517	30289737	-	NM_015527.2	26000
cg12971958	4.63e-01	2.83e-01	1.07783	-6.932358	0.00564874	NC_000003.10	33814812	33815735	+	NM_013374.3	10015
cg18704595	4.63e-01	2.83e-01	-1.077722	-6.932475	-0.00770387	NC_000020.9	42713127	42714540	-	NM_000022.2	100
cg19243777	4.63e-01	2.84e-01	1.077135	-6.933105	0.00269613	NC_000012.10	26168959	26171095	-	NM_030762.1	79365
cg22228296	4.64e-01	2.84e-01	-1.076957	-6.933295	-0.00236979	NC_000003.10	142939445	142940441	+	NM_014245.2	9616
cg26556134	4.64e-01	2.84e-01	1.07691	-6.933345	0.01837713					NM_003578.2	8435
cg00815605	4.64e-01	2.84e-01	-1.076695	-6.933576	-0.0087326	NC_000014.7	73105593	73107289	+	NM_006821.3	10965
cg09961373	4.64e-01	2.84e-01	-1.076672	-6.933601	-0.00203586	NC_000007.12	5195857	5197055	+	NM_001033518.1	26100
cg07773642	4.64e-01	2.84e-01	1.076583	-6.933697	0.01044413	NC_000016.8	72887840	72889296	+	NM_002811.3	5713
cg05012785	4.64e-01	2.84e-01	1.07648	-6.933807	0.00198489	NC_000023.9	15717970	15719116	+	NM_005089.1	8233
cg00812502	4.64e-01	2.84e-01	1.076364	-6.933931	0.00096839	NC_000022.9	17488901	17490496	-	NM_005137.1	9993
cg11154798	4.64e-01	2.84e-01	1.076266	-6.934036	0.00875967	NC_000005.8	34691707	34693233	+	NM_015577.1	26064
cg23309825	4.64e-01	2.84e-01	1.075966	-6.934358	0.00945065	NC_000012.10	54832331	54832870	+	NM_002475.2	140465
cg23408913	4.64e-01	2.84e-01	1.075921	-6.934406	0.0022981	NC_000004.10	78088274	78091542	+	NM_018243.2	55752
cg25110234	4.64e-01	2.84e-01	1.075859	-6.934473	0.00423493	NC_000021.7	46566899	46570211	+	NM_006031.3	5116
cg15799267	4.64e-01	2.84e-01	1.075787	-6.934549	0.03189936					NM_001141.1	247
cg02298570	4.64e-01	2.84e-01	1.07551	-6.934846	0.01865798	NC_000019.8	2790805	2794108	+	NM_152791.3	148254
cg11666924	4.65e-01	2.85e-01	1.075028	-6.935363	0.00925469	NC_000001.9	109090427	109091599	+	NM_007269.1	6814
cg21215336	4.65e-01	2.85e-01	-1.074928	-6.935469	-0.01371795					NM_025061.3	80131
cg15482690	4.65e-01	2.85e-01	1.074902	-6.935497	0.00476422	NC_000001.9	10994361	10995982	+	NM_007375.3	23435
cg08614528	4.65e-01	2.85e-01	1.074895	-6.935505	0.00217867	NC_000003.10	9948837	9951093	+	NM_015513.2	78987
cg17469356	4.65e-01	2.85e-01	-1.07487	-6.935531	-0.00608822	NC_000003.10	50340197	50340973	-	NM_007275.1	11334
cg02569333	4.65e-01	2.85e-01	-1.074837	-6.935566	-0.00365321	NC_000008.9	67787105	67788112	+	NM_013257.3	23678
cg26054395	4.65e-01	2.85e-01	1.074821	-6.935584	0.00605013	NC_000001.9	93317010	93318191	+	NM_007358.1	22823
cg01071811	4.65e-01	2.85e-01	-1.074613	-6.935806	-0.01515354	NC_000020.9	41576494	41576980	+	NM_015478.4	26013
cg09158909	4.65e-01	2.85e-01	1.074586	-6.935836	0.0011583	NC_000020.9	3748352	3749695	+	NM_018347.1	55317
cg10465696	4.65e-01	2.85e-01	-1.074416	-6.936018	-0.02780502	NC_000011.8	124273031	124273232	-	NM_019055.4	54538
cg07699440	4.65e-01	2.85e-01	-1.074035	-6.936424	-0.00117665	NC_000015.8	78231988	78232886	+	NM_000137.1	2184
cg11893323	4.65e-01	2.85e-01	1.07403	-6.93643	0.00773713	NC_000009.10	130172809	130173805	+	NM_030914.1	81605
cg07278624	4.65e-01	2.85e-01	-1.073827	-6.936648	-0.00728367	NC_000012.10	105219741	105221331	+	NM_152772.1	255394
cg23214267	4.65e-01	2.85e-01	-1.0738	-6.936676	-0.01475673	NC_000020.9	44956468	44958064	+	NM_005244.3	2139
cg26358246	4.65e-01	2.85e-01	1.073742	-6.936738	0.00124174	NC_000007.12	77265089	77266902	-	NM_032936.2	85025
cg16281796	4.65e-01	2.85e-01	-1.073492	-6.937006	-0.00445279	NC_000022.9	16940385	16941587	+	NM_017929.2	55670
cg07550278	4.65e-01	2.85e-01	1.073458	-6.937041	0.00822915	NC_000010.9	95451797	95452738	-	NM_203440.2	118924
cg16794633	4.65e-01	2.85e-01	1.073277	-6.937235	0.00159143	NC_000003.10	145172314	145175214	+	NM_173552.2	205428
cg02646854	4.65e-01	2.85e-01	-1.073147	-6.937375	-0.00601565	NC_000011.8	64620099	64620695	+	NM_013265.2	738
cg23398241	4.66e-01	2.86e-01	1.072758	-6.93779	0.01158697					NM_000751.1	1144
cg22341310	4.66e-01	2.86e-01	1.072749	-6.937799	0.02921525	NC_000019.8	52739817	52741134	-	NM_032255.1	84215
cg20770311	4.66e-01	2.86e-01	1.072712	-6.937838	0.00147293	NC_000011.8	6367826	6368621	+	NM_000543.3	6609
cg10014190	4.66e-01	2.86e-01	-1.072208	-6.938378	-0.00140851	NC_000010.9	99150473	99151590	-	NM_015179.2	23223
cg07366967	4.66e-01	2.86e-01	1.07184	-6.93877	0.01712621					NM_018199.1	55218
cg11170179	4.66e-01	2.86e-01	1.071836	-6.938775	0.01060105	NC_000019.8	56213378	56214712	-	NT_011109.15	5655
cg08335125	4.66e-01	2.86e-01	-1.071743	-6.938874	-0.00685612					NM_170753.1	267004
cg00274399	4.66e-01	2.86e-01	1.071733	-6.938884	0.00512239	NC_000013.9	21140893	21143530	+	NM_002010.1	2254
cg00645922	4.66e-01	2.86e-01	1.071592	-6.939034	0.00127651	NC_000005.8	114989097	114990165	-	NM_181836.3	51014
cg25169784	4.66e-01	2.86e-01	1.071556	-6.939073	0.00880814	NC_000013.9	95503059	95504569	-	NM_020121.2	55757
cg04527989	4.67e-01	2.86e-01	1.071268	-6.93938	0.01738054					NM_024754.2	79810
cg06253734	4.67e-01	2.86e-01	-1.071255	-6.939394	-0.00320078	NC_000015.8	56828217	56829735	-	NM_001110.2	102
cg00119079	4.67e-01	2.86e-01	1.071213	-6.939439	0.00815297	NC_000003.10	184362836	184365140	-	NM_014398.2	27074
cg11928635	4.67e-01	2.86e-01	1.071086	-6.939574	0.00941675	NC_000006.10	43444208	43445949	-	NM_014345.1	24149
cg08576197	4.67e-01	2.86e-01	-1.071003	-6.939663	-0.00124474	NC_000017.9	77763208	77764767	-	NM_198082.1	284001
cg18220284	4.67e-01	2.86e-01	-1.070958	-6.939711	-0.00526998	NC_000001.9	227827448	227829233	-	NM_014409.3	27097
cg16065186	4.67e-01	2.86e-01	1.070887	-6.939787	0.02750963	NC_000017.9	35109518	35110599	+	NT_010755.15	2064
cg13778073	4.67e-01	2.86e-01	1.070875	-6.9398	0.00117744	NC_000005.8	132414835	132416639	+	NM_002154.3	3308
cg22009489	4.67e-01	2.86e-01	1.070872	-6.939803	0.0062073	NC_000002.10	240723747	240725314	-	NM_138336.1	150678
cg01045423	4.67e-01	2.86e-01	1.070672	-6.940016	0.0113798	NC_000001.9	92536676	92537563	-	NM_053274.1	11146
cg15396367	4.67e-01	2.87e-01	1.07045	-6.940253	0.02639398	NC_000009.10	139090808	139093750	+	NM_207309.1	91373
cg19091641	4.67e-01	2.87e-01	-1.070368	-6.94034	-0.02171563					NM_003460.1	7783
cg21422622	4.67e-01	2.87e-01	1.070209	-6.940509	0.0039556	NC_000022.9	39095923	39097218	+	NM_015705.4	27352
cg16351184	4.67e-01	2.87e-01	1.070181	-6.940539	0.00104711	NC_000009.10	139592399	139594342	-	NM_138778.1	92715
cg22730830	4.67e-01	2.87e-01	1.070032	-6.940698	0.02096096	NC_000016.8	2807115	2808150	+	NM_144956.1	10942
cg25729957	4.67e-01	2.87e-01	-1.069963	-6.940772	-0.01403239	NC_000010.9	104603815	104604550	+	NM_144591.1	119032
cg08009711	4.67e-01	2.87e-01	1.069907	-6.940831	0.01944821					NM_199050.1	25966
cg08936952	4.67e-01	2.87e-01	-1.069872	-6.940869	-0.01015315					NM_203309.1	399671
cg05968233	4.67e-01	2.87e-01	-1.069821	-6.940923	-0.01307514	NC_000019.8	6322885	6324791	+	NM_032306.2	84266
cg08638395	4.67e-01	2.87e-01	-1.069744	-6.941005	-0.00140023	NC_000001.9	178867583	178868573	+	NM_004736.2	9213
cg16862838	4.67e-01	2.87e-01	-1.069636	-6.941121	-0.00188004					NM_002902.1	5955
cg05040447	4.67e-01	2.87e-01	-1.069574	-6.941186	-0.00206244	NC_000005.8	132229361	132230902	+	NM_014402.2	27089
cg20291674	4.67e-01	2.87e-01	1.069509	-6.941256	0.00114474	NC_000006.10	159158876	159160896	-	NM_003379.3	7430
cg22685251	4.67e-01	2.87e-01	1.069488	-6.941278	0.01282473	NC_000006.10	161332220	161333688	+	NM_006724.2	4216
cg00304278	4.67e-01	2.87e-01	-1.069483	-6.941283	-0.01483455	NC_000017.9	57909013	57911094	+	NM_006852.2	11011
cg10458581	4.67e-01	2.87e-01	-1.069459	-6.941308	-0.00140578	NC_000005.8	132229361	132230902	+	NM_014402.2	27089
cg12419067	4.67e-01	2.87e-01	1.069323	-6.941453	0.00169333	NC_000003.10	9948837	9951093	+	NM_015513.2	78987
cg12085044	4.67e-01	2.87e-01	-1.069222	-6.941561	-0.01099597	NC_000016.8	65421775	65422655	-	NM_003905.3	8883
cg04119538	4.67e-01	2.87e-01	1.069175	-6.941611	0.00211545	NC_000020.9	39090305	39091985	+	NM_003286.2	7150
cg01316071	4.67e-01	2.87e-01	-1.069175	-6.941611	-0.02374497	NC_000014.7	94946744	94946949	-	NM_024633.2	79686
cg13658777	4.67e-01	2.87e-01	-1.069168	-6.941618	-0.01877237	NC_000023.9	19271495	19272641	+	NM_000284.1	5160
cg00292971	4.67e-01	2.87e-01	1.06911	-6.941681	0.02157527					NM_014690.2	9715
cg12576145	4.67e-01	2.87e-01	-1.068892	-6.941912	-0.02118905	NC_000023.9	109447209	109448371	-	NM_015365.2	9949
cg13959611	4.67e-01	2.87e-01	1.068841	-6.941966	0.00138038	NC_000015.8	60139292	60140498	-	NM_017684.3	54832
cg24355174	4.67e-01	2.87e-01	1.068778	-6.942034	0.01337617	NC_000011.8	117941709	117942682	-	NM_020153.2	56912
cg00413066	4.68e-01	2.87e-01	-1.068512	-6.942317	-0.01523145	NC_000015.8	50191302	50192847	-	NM_020396.2	10017
cg17582777	4.68e-01	2.88e-01	1.068302	-6.94254	0.01571509					NM_004952.3	1944
cg11784785	4.68e-01	2.88e-01	1.068066	-6.942791	0.01472084	NC_000011.8	20574406	20576680	+	NM_004211.1	9152
cg07060572	4.68e-01	2.88e-01	1.068029	-6.94283	0.00612794					NM_032427.1	84441
cg15609273	4.68e-01	2.88e-01	-1.067929	-6.942937	-0.00351671	NC_000013.9	49057134	49058131	-	NM_018191.3	55213
cg09234859	4.68e-01	2.88e-01	-1.067921	-6.942945	-0.00147398	NC_000007.12	23111620	23112754	+	NM_018846.2	55975
cg22333016	4.68e-01	2.88e-01	1.067703	-6.943178	0.00223649	NC_000004.10	53938276	53939274	+	NM_030917.2	81608
cg17568996	4.68e-01	2.88e-01	-1.06738	-6.943521	-0.03559005					NM_145912.4	150372
cg07020962	4.68e-01	2.88e-01	1.067276	-6.943631	0.00686445	NC_000018.8	30875037	30875871	+	NM_014268.1	10982
cg18247054	4.68e-01	2.88e-01	1.067271	-6.943636	0.00301525	NC_000006.10	167289290	167290653	-	NM_003730.3	8635
cg02425732	4.68e-01	2.88e-01	-1.067011	-6.943913	-0.00544492	NC_000020.9	17609483	17611631	-	NM_004587.1	6238
cg18468842	4.68e-01	2.88e-01	1.06694	-6.943988	0.01787979	NC_000020.9	44746486	44746729	-	NM_022829.4	64849
cg03770548	4.69e-01	2.88e-01	-1.066598	-6.944352	-0.02314168					NM_144985.2	64403
cg22030890	4.69e-01	2.88e-01	-1.066509	-6.944446	-0.017004	NC_000006.10	146905888	146907189	+	NM_006834.2	10981
cg05759269	4.69e-01	2.88e-01	-1.066505	-6.944451	-0.00797029	NC_000006.10	36754176	36756609	+	NM_078467.1	1026
cg21686900	4.69e-01	2.88e-01	-1.066227	-6.944745	-0.00102406	NC_000012.10	49918438	49919985	+	NM_014764.2	9802
cg02055483	4.69e-01	2.89e-01	-1.066163	-6.944814	-0.01378739	NC_000011.8	65944577	65946304	+	NM_178864.2	266743
cg19853703	4.69e-01	2.89e-01	1.066007	-6.944979	0.00998976					NM_030641.2	80830
cg11422541	4.69e-01	2.89e-01	-1.066	-6.944986	-0.00890603	NC_000012.10	47468555	47469849	-	NM_015270.2	112
cg06233473	4.69e-01	2.89e-01	1.065702	-6.945303	0.01039113	NC_000006.10	117108693	117110231	+	NM_002269.2	3841
cg08558873	4.69e-01	2.89e-01	-1.065701	-6.945304	-0.00441743	NC_000011.8	6997524	6998676	-	NM_013249.1	7761
cg16312163	4.70e-01	2.89e-01	-1.064962	-6.946088	-0.00936855	NC_000003.10	127381237	127382730	-	NM_012190.2	10840
cg24545967	4.70e-01	2.89e-01	-1.064937	-6.946114	-0.02545806					NM_170600.1	10044
cg12385425	4.70e-01	2.89e-01	-1.064895	-6.946159	-0.0060141	NC_000002.10	62586077	62587164	-	NM_198276.1	200728
cg24576270	4.70e-01	2.89e-01	-1.064887	-6.946167	-0.00220861	NC_000011.8	47530360	47531601	-	NM_198700.1	10658
cg19255853	4.70e-01	2.89e-01	1.064856	-6.9462	0.01307522	NC_000004.10	6726062	6727579	+	NM_138699.2	93622
cg18621299	4.70e-01	2.89e-01	1.064784	-6.946276	0.02107607					NM_016337.2	51466
cg04498032	4.70e-01	2.89e-01	1.064781	-6.94628	0.00222394	NC_000001.9	153509291	153510180	-	NM_001291.2	1196
cg13806670	4.70e-01	2.89e-01	1.064537	-6.946539	0.00087371	NC_000010.9	45409647	45410655	-	NM_145021.4	220972
cg01882179	4.70e-01	2.89e-01	-1.064356	-6.946731	-0.00133326	NC_000012.10	92487620	92490276	+	NT_019546.15	8835
cg06044899	4.70e-01	2.89e-01	1.064289	-6.946802	0.02170088	NC_000004.10	91979042	91979302	-	NM_183049.2	7117
cg12373771	4.70e-01	2.89e-01	1.064288	-6.946803	0.02555682	NC_000022.9	15980487	15983038	-	NM_031890.2	27439
cg25960567	4.70e-01	2.89e-01	1.064167	-6.946931	0.00938709	NC_000012.10	26876264	26878375	-	NT_009714.16	3709
cg15559560	4.70e-01	2.89e-01	1.063992	-6.947117	0.00134366	NC_000002.10	130654931	130656995	-	NM_017951.1	55627
cg20571908	4.70e-01	2.89e-01	1.063989	-6.94712	0.01325647	NC_000010.9	91450779	91451693	+	NM_016195.2	9585
cg04456238	4.70e-01	2.90e-01	1.063599	-6.947533	0.0372259	NC_000011.8	32406516	32407359	-	NT_009237.17	7490
cg06700265	4.70e-01	2.90e-01	1.063168	-6.947989	0.00236349	NC_000012.10	12605629	12607427	-	NM_030640.1	80824
cg11819013	4.71e-01	2.90e-01	1.063052	-6.948112	0.00287944	NC_000003.10	49041511	49042180	-	NM_000884.2	3615
cg04305134	4.71e-01	2.90e-01	1.063012	-6.948154	0.00340256	NC_000010.9	74843261	74844295	-	NM_001156.2	310
cg15206445	4.71e-01	2.90e-01	1.062939	-6.948231	0.02266108	NC_000016.8	88100339	88100886	+	NM_003119.2	6687
cg05473871	4.71e-01	2.90e-01	1.062936	-6.948235	0.0132892	NC_000019.8	1463826	1465068	-	NM_213604.1	339366
cg14495243	4.71e-01	2.90e-01	-1.062491	-6.948706	-0.00168011	NC_000012.10	81275953	81277038	-	NM_014167.1	29080
cg05120641	4.71e-01	2.90e-01	1.062393	-6.94881	0.01079909	NC_000015.8	39032014	39033441	+	NM_024111.2	79094
cg17283268	4.71e-01	2.90e-01	1.062215	-6.948998	0.00141234	NC_000019.8	583627	585069	-	NM_005035.2	5442
cg14750190	4.71e-01	2.90e-01	-1.062203	-6.94901	-0.00333914	NC_000017.9	59031728	59032596	+	NM_016360.2	51204
cg21885525	4.71e-01	2.90e-01	-1.062078	-6.949143	-0.0171764					NM_004757.2	9255
cg13573276	4.71e-01	2.90e-01	1.061984	-6.949242	0.01858367	NC_000008.9	57394528	57395529	-	NM_138969.2	195814
cg15280964	4.71e-01	2.90e-01	-1.061871	-6.949362	-0.01316522	NC_000001.9	233390708	233391573	-	NM_015014.1	23029
cg11724134	4.71e-01	2.90e-01	1.061823	-6.949412	0.00763301					NM_025236.2	80352
cg23061257	4.71e-01	2.91e-01	-1.061666	-6.949579	-0.02131772	NC_000001.9	54127606	54128375	-	NM_018982.3	54432
cg25418831	4.71e-01	2.91e-01	-1.061514	-6.949739	-0.00766577	NC_000009.10	78981825	78983391	+	NM_001018037.1	23230
cg25429010	4.71e-01	2.91e-01	1.061286	-6.949981	0.00118944	NC_000015.8	73718837	73719994	-	NM_018285.2	55272
cg18349258	4.71e-01	2.91e-01	1.061228	-6.950042	0.01485499	NC_000002.10	55697511	55698748	-	NM_020463.1	57223
cg12128876	4.71e-01	2.91e-01	-1.061139	-6.950135	-0.0016907	NC_000020.9	45563687	45564635	+	NM_006534.2	8202
cg16508857	4.71e-01	2.91e-01	1.061124	-6.950152	0.00693857	NC_000016.8	76690521	76691733	+	NM_130788.1	51741
cg16785344	4.72e-01	2.91e-01	-1.060956	-6.950329	-0.00780418	NC_000012.10	119187238	119188281	-	NM_002859.1	5829
cg06302803	4.72e-01	2.91e-01	-1.06075	-6.950547	-0.00440943	NC_000005.8	138637073	138637943	+	NM_018834.4	9782
cg15955341	4.72e-01	2.91e-01	1.060709	-6.95059	0.00606634	NC_000001.9	109999957	110000800	+	NM_000850.3	2948
cg02615157	4.72e-01	2.91e-01	-1.060686	-6.950615	-0.00779308	NC_000019.8	9806478	9807675	+	NM_006221.2	5300
cg04849025	4.72e-01	2.91e-01	1.060488	-6.950824	0.00819532	NC_000019.8	10899791	10901419	-	NM_024029.3	78992
cg22685463	4.72e-01	2.91e-01	1.060428	-6.950887	0.01648774	NC_000017.9	7327551	7329293	+	NM_000937.2	5430
cg23613305	4.72e-01	2.91e-01	1.060181	-6.951148	0.00099815	NC_000018.8	59184152	59186506	-	NM_002035.1	2531
cg11468711	4.72e-01	2.91e-01	-1.060179	-6.95115	-0.00214597	NC_000015.8	88345526	88347470	+	NM_198526.1	374655
cg23983340	4.72e-01	2.91e-01	-1.05982	-6.951529	-0.00178297	NC_000001.9	205991623	205992748	+	NM_002389.3	4179
cg11970301	4.72e-01	2.91e-01	-1.059739	-6.951615	-0.01086653	NC_000016.8	29994003	29995442	+	NM_002720.1	5531
cg18963390	4.72e-01	2.91e-01	-1.059722	-6.951633	-0.0017069	NC_000003.10	130384400	130385803	-	NM_003418.1	7555
cg03298413	4.72e-01	2.91e-01	-1.059679	-6.951678	-0.01783312	NC_000006.10	32203375	32204134	-	NM_004381.3	1388
cg00350702	4.72e-01	2.91e-01	-1.0596	-6.951761	-0.0055226	NC_000020.9	33592837	33593566	+	NM_015966.2	51614
cg05219900	4.72e-01	2.92e-01	-1.059451	-6.951919	-0.00454276	NC_000009.10	35721632	35722630	+	NM_006368.4	10488
cg20791841	4.73e-01	2.92e-01	1.058996	-6.952399	0.00846806	NC_000019.8	12638175	12638772	-	NM_000528.2	4125
cg07837262	4.73e-01	2.92e-01	1.058747	-6.952661	0.00162776	NC_000008.9	22280355	22281381	+	NM_015359.1	23516
cg18470891	4.73e-01	2.92e-01	-1.058299	-6.953134	-0.0045119	NC_000012.10	2856080	2857556	-	NM_202003.1	2305
cg13701109	4.73e-01	2.92e-01	1.058065	-6.95338	0.01581037	NC_000005.8	128823186	128825406	+	NM_133638.2	171019
cg10481417	4.73e-01	2.92e-01	1.058042	-6.953404	0.00853435	NC_000015.8	72805201	72806853	-	NM_000499.2	1543
cg11399891	4.73e-01	2.92e-01	-1.057646	-6.953822	-0.00142752	NC_000019.8	61343699	61345158	+	NM_018337.2	55311
cg26459500	4.74e-01	2.92e-01	-1.057557	-6.953915	-0.00439339	NC_000003.10	132582739	132583941	+	NM_152395.1	131870
cg17240836	4.74e-01	2.92e-01	1.057524	-6.95395	0.00772825	NC_000009.10	114519707	114520701	-	NM_021218.1	58493
cg05316065	4.74e-01	2.92e-01	-1.057504	-6.953971	-0.02676845					NM_031415.1	56169
cg18801292	4.74e-01	2.92e-01	1.057473	-6.954004	0.00229299	NC_000014.7	20921271	20922753	-	NM_007192.2	11198
cg09822001	4.74e-01	2.92e-01	-1.057431	-6.954048	-0.01044391	NC_000001.9	154827930	154828670	+	NM_144772.1	128240
cg03147990	4.74e-01	2.92e-01	1.057407	-6.954073	0.0188598	NC_000019.8	42393389	42394041	-	NM_152279.2	92285
cg25830052	4.74e-01	2.93e-01	-1.057276	-6.954211	-0.0058371					NM_003322.2	7287
cg21051423	4.74e-01	2.93e-01	-1.057274	-6.954213	-0.00288888	NC_000008.9	121526191	121527169	+	NM_022045.2	27085
cg08146221	4.74e-01	2.93e-01	1.057234	-6.954256	0.00464742	NC_000012.10	6745442	6747405	+	NM_002824.4	5763
cg27202708	4.74e-01	2.93e-01	-1.057227	-6.954263	-0.03422867	NC_000001.9	221633187	221633859	+	NM_152610.1	164127
cg07704144	4.74e-01	2.93e-01	1.057049	-6.95445	0.00821638	NC_000020.9	1194593	1195620	+	NM_014723.2	9751
cg24914860	4.74e-01	2.93e-01	-1.056944	-6.954561	-0.01407455	NC_000012.10	54646626	54647300	+	NT_029419.11	1017
cg05420896	4.74e-01	2.93e-01	1.056882	-6.954627	0.02037659	NC_000018.8	48120150	48121583	+	NM_005215.1	1630
cg10274830	4.74e-01	2.93e-01	1.056749	-6.954767	0.014072	NC_000006.10	151814600	151815803	-	NM_017909.1	55005
cg04185861	4.74e-01	2.93e-01	-1.056599	-6.954925	-0.00116515	NC_000001.9	152644124	152645244	+	NM_181359.1	3570
cg20981615	4.74e-01	2.93e-01	1.056566	-6.954959	0.01648237					NM_003328.1	7294
cg10786880	4.74e-01	2.93e-01	1.056538	-6.954988	0.0014068	NC_000005.8	40833315	40834831	-	NM_006251.4	5562
cg20222911	4.74e-01	2.93e-01	1.056136	-6.955411	0.00748836	NC_000014.7	104956930	104957925	+	NM_004689.2	9112
cg09160477	4.74e-01	2.93e-01	1.056112	-6.955436	0.01134508	NC_000009.10	94860370	94861840	+	NM_145006.2	203328
